domain,ads_count,timestamp
nike.com,0,2025-01-09 15:02:10
newbalance.com,0,2025-01-09 15:03:13
nike.com,0,2025-01-09 16:36:04
nike.com,0,2025-01-09 16:41:54
newbalance.com,0,2025-01-09 16:42:50
